T,A,969,JN380,F1,.PAD0073015J,201510,C,  730,AFN04,09,24,2015,NDTC,              ,           1  ,OCT 15 AUST DOLLAR  ,CALL, ,    .050   , ,GBX,PB0,39697,1.0000           ,CALL OCT 15 AUST DOLLAR    730,AD,16,AFN04,.05000000        ,020150924,020151009,USD,                 ,            ,  ,     ,5I24 C92R0,123039
T,A,969,JN380,F1,.PAD0000015L,201512, ,     ,AFN04,09,24,2015,NFMF,           1  ,              ,DEC 15 AUST DOLLAR  ,    , ,  69.830   , ,GBX,PB0,40131,1.0000           ,DEC 15 AUST DOLLAR            ,AD,16,AFN04,69.83000000      ,020150924,020151214,USD,                 ,            ,  ,     ,5I24 DAET0,123218
T,A,969,JN380,F1,.D370109015X,201512,P, 1090,AFN04,09,24,2015,NFZM,           1  ,              ,DEC 15 CMX GOLD     ,PUT , ,   11.30   , ,GBX,PDC,40142,1.0000           ,PUT  DEC 15 CMX GOLD      1090,37,04,AFN04,11.30000000      ,020150924,020151124,USD,                 ,            ,  ,     ,5I24 DAE40,123226
