"Firm Id","Acct Id","Exchange","Ticker Symbol","Product Name","CC Code","Period Code","Put / Call","Strike","Underlying Period Code","Net Positions","Margin Type","Client ID"
"tml1","6J_FCMTYPE","CME","","","J1","201408","CALL","0.0102","201409","2","",
"tml1","6J_FCMTYPE","CME","","","J1","201408","PUT","0.0095","201409","2","",
