"Firm Id","Acct Id","Exchange","Ticker Symbol","Product Name","CC Code","Period Code","Put / Call","Strike","Underlying Period Code","Net Positions","Margin Type","Client ID"
"tml1","6E_FCMTYPE","CME","","","EC","201408","CALL","1.4","201408","2","",
"tml1","6E_FCMTYPE","CME","","","EC","201408","CALL","1.445","201408","1","",
"tml1","6E_FCMTYPE","CME","","","EC","201408","PUT","1.29","201408","1","",
